"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"resp-net-plandefinition","PlanDefinition.effectivePeriod.extension","PlanDefinition.effectivePeriod.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"resp-net-plandefinition","PlanDefinition.effectivePeriod.start","PlanDefinition.effectivePeriod.start","","","",1,1,"","","Y","dateTime {[]} {[]}
","The start of the time period when this PlanDefinition goes into effect","The start of the time period when this PlanDefinition goes into effect","If the low element is missing, the meaning is that the low boundary is not known.","","","","","","","","",,,,,"",,,,"Period.start",0,1,"per-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.effectivePeriod.end","PlanDefinition.effectivePeriod.end","","","",0,1,"","","Y","dateTime {[]} {[]}
","End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means no end was known or planned at the time the instance was created. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.","The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has an end value of 2012-02-03.","","","If the end of the period is missing, it means that the period is ongoing","","","","","",,,,,"",,,,"Period.end",0,1,"per-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.topic","PlanDefinition.topic","","","",0,*,"","","","CodeableConcept {[]} {[]}
","E.g. Education, Treatment, Assessment","Descriptive topics related to the content of the plan definition. Topics provide a high-level categorization of the definition that can be useful for filtering and searching.","","Repositories must be able to determine how to categorize the plan definition so that it can be found by topical searches.","","","","","","","",,"example","High-level categorization of the definition, used for searching, sorting, and filtering.","http://hl7.org/fhir/ValueSet/definition-topic","",,,,"PlanDefinition.topic",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.author","PlanDefinition.author","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who authored the content","An individiual or organization primarily involved in the creation and maintenance of the content.","","","","","","","","","",,,,,"",,,,"PlanDefinition.author",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.editor","PlanDefinition.editor","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who edited the content","An individual or organization primarily responsible for internal coherence of the content.","","","","","","","","","",,,,,"",,,,"PlanDefinition.editor",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.reviewer","PlanDefinition.reviewer","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who reviewed the content","An individual or organization primarily responsible for review of some aspect of the content.","","","","","","","","","",,,,,"",,,,"PlanDefinition.reviewer",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.endorser","PlanDefinition.endorser","","","",0,*,"","","","ContactDetail {[]} {[]}
","Who endorsed the content","An individual or organization responsible for officially endorsing the content for use in some setting.","","","","","","","","","",,,,,"",,,,"PlanDefinition.endorser",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.relatedArtifact","PlanDefinition.relatedArtifact","","","",0,*,"","","","RelatedArtifact {[]} {[]}
","Additional documentation, citations","Related artifacts such as additional documentation, justification, or bibliographic references.","Each related artifact is either an attachment, or a reference to another resource, but not both.","Plan definitions must be able to provide enough information for consumers of the content (and/or interventions or results produced by the content) to be able to determine and understand the justification for and evidence in support of the content.","","","","","","","",,,,,"",,,,"PlanDefinition.relatedArtifact",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.library","PlanDefinition.library","","","",0,*,"Y","","","canonical {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Library]]}
","Logic used by the plan definition","A reference to a Library resource containing any formal logic used by the plan definition.","","","","","","","","","",,,,,"",,,,"PlanDefinition.library",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"resp-net-plandefinition","PlanDefinition.goal","PlanDefinition.goal","","","",0,*,"","","","BackboneElement {[]} {[]}
","What the plan is trying to accomplish","Goals that describe what the activities within the plan are intended to achieve. For example, weight loss, restoring an activity of daily living, obtaining herd immunity via immunization, meeting a process improvement objective, etc.","","Goal information needs to be captured for order sets, protocols, and care plan definitions to better describe the objectives of the protocol activities and to guide the creation of specific goals within the derived care plans and orders.","","","","","","","",,,,,"",,,,"PlanDefinition.goal",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
